SECID,ISIN,SHORTNAME,RATING,RATING_SCORE,YEARS_TO_MATURITY,MATDATE,FACEVALUE,LASTPRICE,CLEAN_PRICE_RUB,DIRTY_PRICE_RUB,ACCRUEDINT,COUPONPERCENT,YTM_PCT,CURRENT_YIELD_PCT
RU000A109NR2,RU000A109NR2,АЛЬЯНС 1P7,BBB-,9.0,1.39,2027-09-16,1000,100.9,1009.0,1085.93,76.93,24.0,23.97,23.79
RU000A109P52,RU000A109P52,ВТБС1-1340,AAA,0.0,2.61,2028-12-04,1000,70,700.0,700.03,0.03,0.01,0.0,0.01
RU000A109PF2,RU000A109PF2,РЖД 1Р-33R,AAA,0.0,2.51,2028-10-29,1000,98.37,983.7,1035.66,51.96,16.21,15.3,16.48
RU000A109PK2,RU000A109PK2,Сказка 1P1,B+,13.0,1.43,2027-09-30,1000,97.88,978.8,1055.73,76.93,24.0,32.58,24.52
RU000A109PP1,RU000A109PP1,АБЗ-1 2Р01,A-,6.0,1.41,2027-09-24,1000,98.88,988.8,988.8,0.0,,20.46,0.0
RU000A109QN4,RU000A109QN4,Экспо1П02,A+,4.0,3.37,2029-09-08,1000,100.4,1004.0,1004.0,0.0,,16.86,0.0
RU000A109QQ7,RU000A109QQ7,РОССИУМБ2,BBB+,7.0,8.41,2034-09-22,1000,99.9,999.0,1053.49,54.49,17.0,15.42,17.02
RU000A109QT1,RU000A109QT1,ИнвОбл11,AA,2.0,0.43,2026-10-02,1000,109.99,1099.9,1099.93,0.03,0.01,-19.85,0.01
RU000A109R19,RU000A109R19,ГПБФин1Р2,AA+,1.0,1.49,2027-10-24,1000,99.39,993.9,993.9,0.0,,15.62,0.0
RU000A109R50,RU000A109R50,Самокат02,BB-,12.0,1.41,2027-09-23,1000,100.61,1006.1,1079.83,73.73,23.0,24.7,22.86
RU000A109RF8,RU000A109RF8,ТЛК 1Р1,BB-,12.0,1.41,2027-09-23,1000,99.64,996.4,1070.13,73.73,23.0,26.89,23.08
RU000A109RR3,RU000A109RR3,Ульоб34009,BBB,8.0,3.44,2029-10-04,1000,118.8,1188.0,1260.12,72.12,22.5,14.63,18.94
RU000A109S91,RU000A109S91,РСетиМР1P7,AAA,0.0,0.43,2026-10-01,1000,100.28,1002.8,1002.8,0.0,,15.28,0.0
RU000A109SJ8,RU000A109SJ8,ОСТРОВМ-01,B+,13.0,1.43,2027-09-30,1000.0,,,,0.0,,,
RU000A109SM2,RU000A109SM2,Байсэл 1Р2,BB-,12.0,1.46,2027-10-12,1000,90,900.0,948.08,48.08,15.0,27.05,16.67
RU000A109SP5,RU000A109SP5,ЭталонФин2,A-,6.0,1.43,2027-09-30,1000,89.8,898.0,898.0,0.0,,27.15,0.0
RU000A109SX9,RU000A109SX9,Садко 1P1,BBB,8.0,2.46,2028-10-11,1000.0,,,,0.0,,,
RU000A109SZ4,RU000A109SZ4,Мегафон2P7,AAA,0.0,0.97,2027-04-15,1000,100.39,1003.9,1003.9,0.0,,14.79,0.0
RU000A109T25,RU000A109T25,СФО БКС 47,Нет данных,,0.6,2026-12-01,1000,,,,0.03,0.01,0.0,
RU000A109T41,RU000A109T41,R-Vision 1,A+,4.0,1.46,2027-10-14,1000,99.54,995.4,995.4,0.0,,16.91,0.0
RU000A109T74,RU000A109T74,АйДиКол1Р2,BBB-,9.0,1.43,2027-10-02,748,98.77,738.8,786.75,47.95,20.0,22.01,20.25
RU000A109TF4,RU000A109TF4,АСВ 1Р03,BB+,10.0,1.47,2027-10-15,1000,102.13,1021.3,1103.84,82.54,25.75,26.21,25.21
RU000A109TG2,RU000A109TG2,iКарРус1P4,BBB+,7.0,0.45,2026-10-08,1000,93.43,934.3,934.3,0.0,,38.26,0.0
RU000A109TJ6,RU000A109TJ6,ПСБ 3P-09,AAA,0.0,1.47,2027-10-15,1000,99.96,999.6,1052.49,52.89,16.5,15.26,16.51
RU000A109TW9,RU000A109TW9,НорНик Б10,AAA,0.0,3.42,2029-09-26,1000,100.03,1000.3,1000.3,0.0,,14.4,0.0
RU000A109U06,RU000A109U06,ДелЛиз1Р1,AA-,3.0,1.45,2027-10-07,730,,,,56.96,24.34,0.0,
RU000A109U97,RU000A109U97,ДОМ 2P5,AAA,0.0,0.48,2026-10-18,1000,100.05,1000.5,1052.59,52.09,16.25,16.06,16.24
RU000A109UA3,RU000A109UA3,СберСIB931,AAA,0.0,2.9,2029-03-21,1000,,,,0.0,,0.0,
RU000A109UD7,RU000A109UD7,Атомэнпр03,AAA,0.0,1.45,2027-10-08,1000,100.03,1000.3,1000.3,0.0,,15.0,0.0
RU000A109UE5,RU000A109UE5,РАТ 001-01,BB+,10.0,1.45,2027-10-08,1000,108.47,1084.7,1158.43,73.73,23.0,17.67,21.2
RU000A109UN6,RU000A109UN6,СберСIB932,AAA,0.0,2.67,2028-12-29,1000,,,,0.0,,0.0,
RU000A109UP1,RU000A109UP1,СберСIB933,AAA,0.0,2.77,2029-02-01,1000,115.7,1157.0,1157.0,0.0,,0.0,0.0
RU000A109UT3,RU000A109UT3,СберСIB936,AAA,0.0,1.09,2027-05-31,1000,,,,0.0,,0.0,
RU000A109UU1,RU000A109UU1,СберСIB937,AAA,0.0,1.25,2027-07-26,1000,,,,0.0,,0.0,
RU000A109V05,RU000A109V05,СберСIB942,AAA,0.0,0.98,2027-04-20,1000.0,,,,0.0,,,
RU000A109V13,RU000A109V13,СберСIB943,AAA,0.0,1.32,2027-08-23,1000,,,,0.0,,0.0,
RU000A109VA1,RU000A109VA1,СберСIB951,AAA,0.0,2.84,2029-02-26,1000,75.89,758.9,758.9,0.0,,0.0,0.0
RU000A109VB9,RU000A109VB9,СберСIB952,AAA,0.0,1.21,2027-07-12,1000,101.84,1018.4,1018.4,0.0,,0.0,0.0
RU000A109VJ2,RU000A109VJ2,ВсИнстр1Р2,A,5.0,1.45,2027-10-10,1000,100.33,1003.3,1003.3,0.0,,17.32,0.0
RU000A109VK0,RU000A109VK0,ВсИнстр1Р3,A,5.0,0.96,2027-04-13,1000,106.65,1066.5,1136.54,70.04,21.85,15.37,20.49
RU000A109VL8,RU000A109VL8,СовкомБОП5,AA,2.0,1.45,2027-10-10,1000,100.25,1002.5,1002.5,0.0,,15.66,0.0
RU000A109VM6,RU000A109VM6,КАМАЗ БП13,A,5.0,0.47,2026-10-15,1000,99.22,992.2,992.2,0.0,,18.75,0.0
RU000A109VR5,RU000A109VR5,СФО БКС 49,Нет данных,,0.67,2026-12-27,1000,,,,0.03,0.01,0.0,
RU000A109W12,RU000A109W12,СФО БКС 50,Нет данных,,0.7,2027-01-06,1000,,,,0.03,0.01,0.0,
RU000A109W87,RU000A109W87,СФО БКС 52,Нет данных,,0.65,2026-12-21,1000,,,,0.03,0.01,0.0,
RU000A109WZ6,RU000A109WZ6,АЛЬФАБ1Р16,BBB,8.0,3.5,2029-10-28,1000,,,,0.0,,0.0,
RU000A109X03,RU000A109X03,СберИОС656,AAA,0.0,3.59,2029-11-27,1000,80.7,807.0,807.03,0.03,0.01,0.0,0.01
RU000A109X37,RU000A109X37,Сбер SbD3R,AAA,0.0,3.55,2029-11-12,1000,61.67,616.7,616.7,0.0,,14.61,0.0
RU000A109XN0,RU000A109XN0,СЛДК 1P1,B+,13.0,1.5,2027-10-26,1000,76.84,768.4,832.51,64.11,20.0,43.01,26.03
RU000A109XR1,RU000A109XR1,Акрон Б1P5,AA,2.0,1.46,2027-10-14,900,100.79,907.11,907.11,0.0,,14.88,0.0
RU000A109YH0,RU000A109YH0,СберИОС659,AAA,0.0,1.62,2027-12-10,1000,125,1250.0,1250.03,0.03,0.01,0.0,0.01
RU000A109YM0,RU000A109YM0,ГПБ004Р13,AA+,1.0,0.59,2026-11-29,1000,95,950.0,950.03,0.03,0.01,9.11,0.01
RU000A109YT5,RU000A109YT5,АЛЬФАБ1Р17,BBB,8.0,5.51,2031-10-31,1000,75.78,757.8,757.8,0.0,,5.16,0.0
RU000A109ZQ8,RU000A109ZQ8,Россет1Р14,AAA,0.0,0.49,2026-10-22,1000,100.08,1000.8,1000.8,0.0,,15.86,0.0
RU000A10A026,RU000A10A026,АРЕНЗА1Р06,BBB+,7.0,1.58,2027-11-26,900,99.38,894.42,948.51,54.09,18.75,18.91,18.87
RU000A10A125,RU000A10A125,Роснфт4P3,AAA,0.0,8.51,2034-10-30,1000,101.49,1014.9,1040.54,25.64,8.0,5.24,7.88
RU000A10A133,RU000A10A133,ЕвроТранс4,A-,6.0,3.47,2029-10-16,1000,80.97,809.7,854.58,44.88,14.0,0.0,17.29
RU000A10A141,RU000A10A141,ЕвроТранс5,A-,6.0,3.47,2029-10-16,1000,75.6,756.0,836.14,80.14,25.0,44.96,33.07
RU000A10A182,RU000A10A182,СберИОС660,AAA,0.0,3.62,2029-12-11,1000,114,1140.0,1140.03,0.03,0.01,0.0,0.01
RU000A10A1N4,RU000A10A1N4,АльфаЛБ02,AA-,3.0,1.54,2027-11-09,1000,100.74,1007.4,1007.4,0.0,,15.55,0.0
RU000A10A1P9,RU000A10A1P9,АПРИ 2Р5,BBB-,9.0,2.53,2028-11-07,1000,98.64,986.4,1063.33,76.93,24.0,28.5,24.33
RU000A10A1U9,RU000A10A1U9,СИБАВТО1Р4,BB,11.0,3.48,2029-10-18,1000,36.35,363.5,453.25,89.75,28.0,154.89,77.03
RU000A10A1W5,RU000A10A1W5,ВТБС1-1343,AAA,0.0,3.59,2029-11-27,1000,48.9,489.0,489.03,0.03,0.01,0.0,0.02
RU000A10A216,RU000A10A216,ВТБС1-1348,AAA,0.0,1.76,2028-01-31,1000,77.38,773.8,773.83,0.03,0.01,0.0,0.01
RU000A10A232,RU000A10A232,ВТБС1-1350,AAA,0.0,2.63,2028-12-11,1000,71.89,718.9,718.93,0.03,0.01,0.0,0.01
RU000A10A349,RU000A10A349,РусГид2Р01,AAA,0.0,0.52,2026-11-04,1000,100.81,1008.1,1008.1,0.0,,15.08,0.0
RU000A10A356,RU000A10A356,ГПБФин1Р1,AA+,1.0,4.64,2030-12-16,1000,,,,0.0,,0.0,
RU000A10A398,RU000A10A398,СИМПЛ1Р01,A-,6.0,0.53,2026-11-05,1000,100.6,1006.0,1006.0,0.0,,18.42,0.0
RU000A10A3C3,RU000A10A3C3,Брус 2P03,A-,6.0,0.53,2026-11-08,1000,,,,0.0,,0.0,
RU000A10A3Q3,RU000A10A3Q3,АНТЕРРА-03,B-,15.0,1.56,2027-11-16,1000,94.55,945.5,1041.66,96.16,30.0,39.4,31.73
RU000A10A3W1,RU000A10A3W1,БалтЛизП14,AA-,3.0,8.52,2034-11-04,1000,105,1050.0,1050.0,0.0,,6.71,0.0
RU000A10A3Z4,RU000A10A3Z4,ГТЛК 2P-04,AA-,3.0,3.5,2029-10-25,1000,113.4,1134.0,1214.14,80.14,25.0,16.28,22.05
RU000A10A414,RU000A10A414,ПКБ 1Р-06,A-,6.0,1.53,2027-11-07,1000,101.85,1018.5,1018.5,0.0,,17.65,0.0
RU000A10A4C1,RU000A10A4C1,ЭНИКА 1Р05,BBB,8.0,3.5,2029-10-26,850,107.13,910.6,986.89,76.29,28.0,25.67,26.14
RU000A10A4N8,RU000A10A4N8,ИнтЛиз1Р10,A,5.0,1.53,2027-11-07,760,100.98,767.45,814.96,47.51,19.5,17.57,19.31
RU000A10A4S7,RU000A10A4S7,ФосАгро2П1,AAA,0.0,3.5,2029-10-27,1000,101.61,1016.1,1016.1,0.0,,13.49,0.0
RU000A10A505,RU000A10A505,Виллин1P1,BB-,12.0,1.57,2027-11-22,1000,98.5,985.0,1074.75,89.75,28.0,33.25,28.43
RU000A10A539,RU000A10A539,ДОМСУБТ2-2,AAA,0.0,8.93,2035-04-02,10000000,,,,480821.92,15.0,0.0,
RU000A10A554,RU000A10A554,АПРИ 2Р6,BBB-,9.0,2.61,2028-12-05,1000,99.8,998.0,998.0,0.0,,27.48,0.0
RU000A10A5H7,RU000A10A5H7,ГТЛК 2P-06,AA-,3.0,1.54,2027-11-12,1000,102.73,1027.3,1027.3,0.0,,14.5,0.0
RU000A10A620,RU000A10A620,СбCIB968,AAA,0.0,1.5,2027-10-28,1000,,,,0.0,,0.0,
RU000A10A6B8,RU000A10A6B8,РусГид2Р02,AAA,0.0,0.07,2026-05-22,1000,100.57,1005.7,1079.43,73.73,23.0,15.17,22.87
RU000A10A6C6,RU000A10A6C6,РусГид2Р03,AAA,0.0,0.07,2026-05-22,1000,100.57,1005.7,1079.43,73.73,23.0,15.17,22.87
RU000A10A6J1,RU000A10A6J1,ТомскАдм 9,BBB+,7.0,0.63,2026-12-12,600,104.99,629.94,679.95,50.01,26.0,15.52,24.76
RU000A10A6N3,RU000A10A6N3,СберИОС662,AAA,0.0,3.7,2030-01-09,1000,94.1,941.0,941.03,0.03,0.01,0.0,0.01
RU000A10A6U8,RU000A10A6U8,РОЛЬФ 1Р05,BBB+,7.0,0.07,2026-05-23,1000,100.35,1003.5,1086.84,83.34,26.0,22.88,25.91
RU000A10A6V6,RU000A10A6V6,РоялКапБ1,B,14.0,1.55,2027-11-14,1000,85.85,858.5,858.5,0.0,,37.95,0.0
RU000A10A6W4,RU000A10A6W4,РОЛЬФ 1Р04,BBB+,7.0,0.07,2026-05-23,1000,99.99,999.9,1067.22,67.32,21.0,23.28,21.0
RU000A10A6X2,RU000A10A6X2,СберИОС664,AAA,0.0,1.74,2028-01-24,1000,108.9,1089.0,1089.03,0.03,0.01,0.0,0.01
RU000A10A794,RU000A10A794,Автом01CNY,BB,11.0,2.09,2028-05-31,100,106.8877,106.89,113.62,6.73,21.0,17.34,19.65
RU000A10A7A8,RU000A10A7A8,ВЗВТ-01,B+,13.0,1.59,2027-11-30,1000,104.24,1042.4,1138.56,96.16,30.0,28.35,28.78
RU000A10A7C4,RU000A10A7C4,Европлн1Р8,AA,2.0,1.56,2027-11-18,1000,103.04,1030.4,1030.4,0.0,,15.15,0.0
RU000A10A7F7,RU000A10A7F7,ВЭБP-47,AAA,0.0,0.57,2026-11-23,1000,,,,0.0,,0.0,
RU000A10A7H3,RU000A10A7H3,СибурХ1Р02,AAA,0.0,0.57,2026-11-23,1000,100.86,1008.6,1008.6,0.0,,15.15,0.0
RU000A10A7N1,RU000A10A7N1,СберИОС666,AAA,0.0,3.66,2029-12-24,1000,115.4,1154.0,1154.03,0.03,0.01,0.0,0.01
RU000A10A7S0,RU000A10A7S0,iСелктл1Р5,A+,4.0,1.07,2027-05-23,1000,102.67,1026.7,1026.7,0.0,,15.33,0.0
RU000A10A7W2,RU000A10A7W2,АЛЬФАБ1Р20,BBB,8.0,0.67,2026-12-27,1000,,,,0.03,0.01,0.0,
RU000A10A7Y8,RU000A10A7Y8,РФ ЗО 35 Д,Нет данных,,8.92,2035-03-28,200000,85.89,171780.0,175049.59,3269.59,5.1,7.41,5.94
RU000A10A802,RU000A10A802,РФ ЗО 42 Д,Нет данных,,15.94,2042-04-04,200000,85.65,171300.0,174906.16,3606.16,5.625,7.27,6.57
RU000A10A810,RU000A10A810,РФ ЗО 26 Д,Нет данных,,0.08,2026-05-27,200000,100.8682,201736.4,204781.61,3045.21,4.75,-5.78,4.71
RU000A10A828,RU000A10A828,РФ ЗО 27 Е,Нет данных,,1.57,2027-11-20,100000,92.3,92300.0,92660.62,360.62,1.125,6.45,1.22
RU000A10A836,RU000A10A836,РФ ЗО 32 Е,Нет данных,,6.57,2032-11-20,100000,72.6,72600.0,73193.01,593.01,1.85,7.23,2.55
RU000A10A844,RU000A10A844,РФ ЗО 47 Д,Нет данных,,21.16,2047-06-23,200000,79,158000.0,161365.75,3365.75,5.25,7.32,6.65
RU000A10A851,RU000A10A851,РФ ЗО 27 Д,Нет данных,,1.16,2027-06-23,200000,100.25,200500.0,203224.66,2724.66,4.25,4.06,4.24
RU000A10A869,RU000A10A869,РФ ЗО 28 Д,Нет данных,,2.16,2028-06-24,1000,116.4479,1164.48,1205.35,40.87,12.75,4.68,10.95
RU000A10A877,RU000A10A877,РФ ЗО 43 Д,Нет данных,,17.39,2043-09-16,200000,86.995,173990.0,177756.44,3766.44,5.875,7.32,6.75
RU000A10A893,RU000A10A893,РФ ЗО 36 Е,Нет данных,,10.08,2036-05-27,100000,67,67000.0,67849.45,849.45,2.65,7.41,3.96
RU000A10A8A6,RU000A10A8A6,РФ ЗО 29 Д,Нет данных,,2.9,2029-03-21,200000,96.5,193000.0,195804.79,2804.79,4.375,5.78,4.53
RU000A10A8E8,RU000A10A8E8,РФ ЗО 30 Д,Нет данных,,3.93,2030-03-31,0.04,104.6672,0.04,0.04,0.0,7.5,5.21,7.5
RU000A10A8H1,RU000A10A8H1,РусГид2Р04,AAA,0.0,0.17,2026-06-28,1000,101.69,1016.9,1090.63,73.73,23.0,13.49,22.62
RU000A10A8N9,RU000A10A8N9,СФО ПБ 01,Нет данных,,6.64,2032-12-17,776.09,,,,43.54,17.5,0.0,
RU000A10A950,RU000A10A950,ВТБС1-1395,AAA,0.0,1.65,2027-12-20,1000,77.89,778.9,778.93,0.03,0.01,0.0,0.01
RU000A10A968,RU000A10A968,ВТБС1-1396,AAA,0.0,1.67,2027-12-27,1000,76.72,767.2,767.23,0.03,0.01,0.0,0.01
RU000A10A976,RU000A10A976,ВТБС1-1397,AAA,0.0,2.67,2028-12-27,1000,69.95,699.5,699.53,0.03,0.01,0.0,0.01
RU000A10A9A4,RU000A10A9A4,ВТБС1-1400,AAA,0.0,3.65,2029-12-19,1000,45.58,455.8,455.83,0.03,0.01,0.0,0.02
RU000A10A9Z1,RU000A10A9Z1,Магнит4P05,AAA,0.0,3.55,2029-11-13,1000,100.77,1007.7,1060.11,52.41,16.35,14.21,16.23
RU000A10AA10,RU000A10AA10,ПСБЛизП01,AA,2.0,0.59,2026-11-29,1000,106.34,1063.4,1143.54,80.14,25.0,14.64,23.51
RU000A10AA28,RU000A10AA28,Акрон Б1P6,AA,2.0,1.25,2027-07-27,1000,102.44,1024.4,1024.4,0.0,,13.93,0.0
RU000A10AA44,RU000A10AA44,ГПБ004Р14,AA+,1.0,0.67,2026-12-26,1000,,,,0.03,0.01,0.0,
RU000A10AAQ4,RU000A10AAQ4,СФО СФ1 01,AAA,0.0,2.67,2028-12-27,500.59,103.87,519.96,560.08,40.12,25.0,15.52,24.07
RU000A10AAU6,RU000A10AAU6,Амур 24001,A,5.0,0.63,2026-12-12,1000,102.35,1023.5,1087.61,64.11,20.0,15.58,19.54
RU000A10ABC2,RU000A10ABC2,Новосиб 26,AA,2.0,1.59,2027-11-28,1000,101.99,1019.9,1082.41,62.51,19.5,15.12,19.12
RU000A10ABH1,RU000A10ABH1,ВТБ Б1-373,AAA,0.0,0.62,2026-12-08,1000,,,,0.0,,0.0,
RU000A10ABK5,RU000A10ABK5,SELSILV01,A+,4.0,3.61,2029-12-07,1878.2,105.5,1981.5,2005.58,24.08,4.0,2.43,3.79
RU000A10AC18,RU000A10AC18,Асача 1P1,AA-,3.0,6.61,2032-12-06,1000,,,,49.68,15.5,0.0,
RU000A10AC67,RU000A10AC67,ВОКСИС-01,BBB+,7.0,2.61,2028-12-04,1000,101.06,1010.6,1081.12,70.52,22.0,20.66,21.77
RU000A10AC75,RU000A10AC75,Томскобл24,BBB+,7.0,1.63,2027-12-12,750,111.12,833.4,895.91,62.51,26.0,15.03,23.4
RU000A10AC91,RU000A10AC91,Башкорт24,AA+,1.0,1.63,2027-12-14,900,110.81,997.29,1065.81,68.52,23.75,13.08,21.43
RU000A10ACF3,RU000A10ACF3,ВЭБ2Р-48,AAA,0.0,0.62,2026-12-08,1000,100.75,1007.5,1007.5,0.0,,15.12,0.0
RU000A10ADB0,RU000A10ADB0,ВЭБ2Р-К598,AAA,0.0,0.05,2026-05-14,1000,,,,65.71,20.5,0.0,
RU000A10ADC8,RU000A10ADC8,ВЭБ2Р-К599,AAA,0.0,0.28,2026-08-06,1000,,,,50.17,15.65,0.0,
RU000A10ADD6,RU000A10ADD6,NSKATD-02,A-,6.0,1.6,2027-12-03,1000,108.58,1085.8,1178.76,92.96,29.0,15.5,26.71
RU000A10ADJ3,RU000A10ADJ3,ЭТС 1Р06,BBB+,7.0,0.62,2026-12-08,800,100.28,802.24,802.24,0.0,,20.22,0.0
RU000A10ADT2,RU000A10ADT2,СФООптФин2,AAA,0.0,4.55,2030-11-15,406.89,,,,24.13,18.5,0.0,
RU000A10AEA0,RU000A10AEA0,СберИОС668,AAA,0.0,0.67,2026-12-28,1000,119.6,1196.0,1196.03,0.03,0.01,0.0,0.01
RU000A10AEB8,RU000A10AEB8,РусГид2Р05,AAA,0.0,0.62,2026-12-09,1000,101.17,1011.7,1011.7,0.0,,15.36,0.0
RU000A10AEE2,RU000A10AEE2,ТГК-14 1Р4,BBB-,9.0,1.11,2027-06-07,1000,100.8,1008.0,1008.0,0.0,,20.47,0.0
RU000A10AEF9,RU000A10AEF9,ТГК-14 1Р3,BBB-,9.0,2.1,2028-06-01,1000,120.22,1202.2,1287.15,84.95,26.5,16.28,22.04
RU000A10AEG7,RU000A10AEG7,ПолиплП2Б1,A,5.0,3.58,2029-11-24,1000,101.07,1010.7,1010.7,0.0,,19.33,0.0
RU000A10AF49,RU000A10AF49,МТС 2P-03,AAA,0.0,1.64,2027-12-17,1000,99.75,997.5,997.5,0.0,,15.22,0.0
RU000A10AFB5,RU000A10AFB5,МиратФ1Р2,A,5.0,1.62,2027-12-08,1000,,,,0.0,,0.0,
RU000A10AFQ3,RU000A10AFQ3,МИРРИКО1P2,BBB-,9.0,1.65,2027-12-21,1000,84.3,843.0,905.51,62.51,19.5,36.81,23.13
RU000A10AFT7,RU000A10AFT7,ТелХолБ2-7,A-,6.0,0.63,2026-12-14,1000,101.42,1014.2,1014.2,0.0,,18.58,0.0
RU000A10AFW1,RU000A10AFW1,РСетиМР1P8,AAA,0.0,0.63,2026-12-14,1000,101.86,1018.6,1018.6,0.0,,14.23,0.0
RU000A10AFX9,RU000A10AFX9,sМЕТАЛИ1P9,AA+,1.0,0.14,2026-06-17,1000,100.17,1001.7,1001.7,0.0,,16.53,0.0
RU000A10AG22,RU000A10AG22,ЕСЭГ1PC6,AA-,3.0,0.64,2026-12-15,1000,101.98,1019.8,1019.8,0.0,,16.39,0.0
RU000A10AG30,RU000A10AG30,ГПБ004Р15,AA+,1.0,0.76,2027-01-31,1000,90.4,904.0,904.03,0.03,0.01,14.18,0.01
RU000A10AG48,RU000A10AG48,АПРИ 2Р8,BBB-,9.0,2.69,2029-01-03,1000,98.1,981.0,1057.93,76.93,24.0,28.23,24.46
RU000A10AGA5,RU000A10AGA5,Капитал1Р2,AA-,3.0,0.64,2026-12-15,1000,,,,0.0,,0.0,
RU000A10AHA3,RU000A10AHA3,ИКС5Фин3P7,AAA,0.0,8.61,2034-12-04,1000,99.44,994.4,1036.87,42.47,13.25,14.65,13.32
RU000A10AHB1,RU000A10AHB1,НовТех1Р1,A-,6.0,0.64,2026-12-16,1000,101.14,1011.4,1011.4,0.0,,19.73,0.0
RU000A10AHC9,RU000A10AHC9,РЕСОЛиБП23,AA-,3.0,8.52,2034-11-04,1000,108.95,1089.5,1168.03,78.53,24.5,10.69,22.49
RU000A10AHD7,RU000A10AHD7,Кокс01Р1,BBB+,7.0,1.62,2027-12-11,1000,97.02,970.2,970.2,0.0,,49.69,0.0
RU000A10AHE5,RU000A10AHE5,НовТех1Р2,A-,6.0,0.64,2026-12-16,1000,107.04,1070.4,1158.55,88.15,27.5,16.97,25.69
RU000A10AHJ4,RU000A10AHJ4,iПозитивР2,AA-,3.0,0.64,2026-12-17,1000,101.5,1015.0,1015.0,0.0,,16.18,0.0
RU000A10AHM8,RU000A10AHM8,СовкмЛ П08,AA-,3.0,2.74,2029-01-23,1000,101.5,1015.0,1015.0,0.0,,9.31,0.0
RU000A10AHN6,RU000A10AHN6,СовкмФ2Р1,AA-,3.0,1.72,2028-01-17,1000,101.34,1013.4,1013.4,0.0,,4.95,0.0
RU000A10AHP1,RU000A10AHP1,ВТБФ БО-01,AA,2.0,0.66,2026-12-25,1000,100.2,1002.0,1002.0,0.0,,16.48,0.0
RU000A10AHU1,RU000A10AHU1,ОилРес1P1,BBB-,9.0,3.6,2029-12-02,1000,113.5,1135.0,1240.78,105.78,33.0,30.72,29.07
RU000A10AJD3,RU000A10AJD3,СФО БКС 61,Нет данных,,1.86,2028-03-05,1000,,,,0.03,0.01,0.0,
RU000A10AJQ5,RU000A10AJQ5,ВТБС1-1409,AAA,0.0,2.78,2029-02-07,1000,67.08,670.8,670.83,0.03,0.01,0.0,0.01
RU000A10AJR3,RU000A10AJR3,ВТБС1-1410,AAA,0.0,3.8,2030-02-14,1000,57.3,573.0,573.03,0.03,0.01,0.0,0.02
RU000A10AJS1,RU000A10AJS1,СбКИБ1P35,AAA,0.0,1.11,2027-06-07,1000,102.8,1028.0,1028.0,0.0,,0.0,0.0
RU000A10AJU7,RU000A10AJU7,СбКИБ1P37,AAA,0.0,2.16,2028-06-23,1000,99.3,993.0,993.0,0.0,,0.0,0.0
RU000A10AJV5,RU000A10AJV5,СбКИБ1P38,AAA,0.0,0.11,2026-06-08,1000,108.5,1085.0,1085.0,0.0,,0.0,0.0
RU000A10AJW3,RU000A10AJW3,СбКИБ1P39,AAA,0.0,2.11,2028-06-06,1000,89.99,899.9,899.9,0.0,,0.0,0.0
RU000A10AJX1,RU000A10AJX1,СбКИБ1P40,AAA,0.0,1.16,2027-06-23,1000,89.5,895.0,895.0,0.0,,0.0,0.0
RU000A10AJY9,RU000A10AJY9,СбКИБ1P41,AAA,0.0,2.17,2028-06-27,1000,103.1,1031.0,1031.0,0.0,,0.0,0.0
RU000A10AK00,RU000A10AK00,СбКИБ1P43,AAA,0.0,1.19,2027-07-07,1000,89.6,896.0,896.0,0.0,,0.0,0.0
RU000A10AK18,RU000A10AK18,СбКИБ1P44,AAA,0.0,2.19,2028-07-04,1000,73.4,734.0,734.0,0.0,,0.0,0.0
RU000A10AK34,RU000A10AK34,СбКИБ1P46,AAA,0.0,1.23,2027-07-22,1000,88.4,884.0,884.0,0.0,,0.0,0.0
RU000A10AK42,RU000A10AK42,СбКИБ1P47,AAA,0.0,0.24,2026-07-22,1000,,,,0.0,,0.0,
RU000A10AK59,RU000A10AK59,СбКИБ1P48,AAA,0.0,1.28,2027-08-09,1000,,,,0.0,,0.0,
RU000A10AK67,RU000A10AK67,СбКИБ1P49,AAA,0.0,2.26,2028-08-01,1000,96.1,961.0,961.0,0.0,,0.0,0.0
RU000A10AK75,RU000A10AK75,СбКИБ1P50,AAA,0.0,1.28,2027-08-09,1000,89.98,899.8,899.8,0.0,,0.0,0.0
RU000A10AK83,RU000A10AK83,СбКИБ1P51,AAA,0.0,2.28,2028-08-07,1000,93.02,930.2,930.2,0.0,,0.0,0.0
RU000A10AKA7,RU000A10AKA7,СбКИБ1P53,AAA,0.0,2.26,2028-07-31,1000,,,,0.0,,0.0,
RU000A10AKB5,RU000A10AKB5,СбКИБ1P54,AAA,0.0,0.04,2026-05-13,1000,110.09,1100.9,1100.9,0.0,,0.0,0.0
RU000A10AKC3,RU000A10AKC3,СбКИБ1P55,AAA,0.0,2.32,2028-08-21,1000,110.87,1108.7,1108.7,0.0,,0.0,0.0
RU000A10AKF6,RU000A10AKF6,СбКИБ1P58,AAA,0.0,1.34,2027-08-30,1000,82.1,821.0,821.0,0.0,,0.0,0.0
RU000A10AKG4,RU000A10AKG4,СбКИБ1P59,AAA,0.0,2.29,2028-08-11,1000,89.98,899.8,899.8,0.0,,0.0,0.0
RU000A10AKH2,RU000A10AKH2,СбКИБ1P60,AAA,0.0,2.36,2028-09-04,1000,89.4,894.0,894.0,0.0,,0.0,0.0
RU000A10AKK6,RU000A10AKK6,СбКИБ1P62,AAA,0.0,1.3,2027-08-16,1000,,,,0.0,,0.0,
